"LSOA11CD","OVERALL_RANK","INCOME_RANK","EMPLOYMENT_RANK","EDUCATION_RANK","HEALTH_RANK","CRIME_RANK","HOUSING_RANK","LIVING_RANK","QUINTILE","DECILE","NORMALISED_RANK"
"E01006022",12110,15118,14296,16159,7216,3087,30918,7414,2,4,0.3687127024722932651321398124467178175618
"E01006070",17749,21596,20488,27081,10150,9297,31775,3650,3,6,0.5404031177688466691024235781269029350871
"E01006009",11139,12446,10245,9360,6019,15545,30791,7355,2,4,0.3391487029594446474241870661308001461454
"E01006021",14023,16951,13685,17549,7022,7328,31419,9051,3,5,0.4269577396175861649007429058579953720619
"E01006012",11564,12000,12543,12364,5267,10232,31131,8541,2,4,0.3520886615515771526001705029838022165388
"E01006016",1011,1962,476,2438,851,1958,27158,7625,1,1,0.0307818779685787358421629521373766898064
"E01006014",7864,6281,7559,5259,4709,17028,20380,16556,2,3,0.2394349043965412251857264644988430154671
"E01006020",9487,10169,7470,7231,4022,16163,24384,18826,2,3,0.2888503227377907684813055657045426866399
"E01005965",4624,4685,3337,5197,940,22691,28146,12184,1,2,0.1407867494824016563146997929606625258799
"E01006031",2190,3072,2408,3043,1410,2930,11877,8635,1,1,0.0666788454512239678480087687248812568506
"E01006033",4385,5299,2940,7870,2168,8531,22097,5702,1,2,0.1335099257094142004627938131774448909999
"E01006036",5509,6064,4432,8052,4175,3502,25194,8169,1,2,0.1677323103154305200341005967604433077579
"E01005972",6979,7183,7103,8334,6611,4870,31099,3589,2,3,0.2124893435635123614663256606990622335891
"E01006024",26395,29655,25618,25566,18008,17267,11650,27573,5,9,0.8036475459749117038119595664352697600779
"E01006038",16274,16894,15311,16786,9417,9541,21676,20166,3,5,0.4954938497137985629034222384606016319571
"E01006048",17282,19288,14234,19819,7837,11832,31388,17155,3,6,0.5261843867981975398855194251613688953842
"E01005985",19495,23072,16260,21896,8746,14324,29394,15646,3,6,0.593563512361466325660699062233589087809
"E01005990",15998,16391,14395,13816,9317,15559,27454,14133,3,5,0.4870904883692607477773718182925344050664
"E01005986",12032,13885,11926,11203,5292,9655,29790,12438,2,4,0.3663378394836195347704299110948727317014
"E01005973",18670,20110,18868,17498,11628,8045,25948,18938,3,6,0.568444769212032639142613567165996833516
"E01005977",13300,17356,12605,14169,7427,7124,20644,13056,3,5,0.4049445865302642796248934356351236146633
"E01006027",617,432,341,861,600,12056,14408,22915,1,1,0.0187857751796370722201924247960053586652
"E01006028",2788,3664,2730,5485,778,2240,23028,11981,1,1,0.0848861283643892339544513457556935817805
"E01006030",5506,6539,4482,8393,1015,12213,16839,16043,1,2,0.1676409694312507611740348313238338813786
"E01006041",7896,8245,8338,5677,5212,15245,30946,3945,2,3,0.240409207161125319693094629156010230179
"E01005980",5375,5938,4394,5065,2043,12968,12699,19895,1,2,0.1636524174887346242844964072585555961515
"E01005983",22162,21736,18134,21357,13159,17828,31448,19420,4,7,0.6747655583972719522591645353793691389599
"E01006043",12192,12941,9659,12528,6991,15544,22569,12822,2,4,0.3712093533065400073072707343807088052612
"E01006046",23112,24041,20413,22698,12664,27652,23988,13655,4,8,0.7036901717208622579466569236390208257216
"E01029847",28327,26268,29774,22785,21601,29483,10526,31606,5,9,0.8624710753866764096943125076117403483132
"E01029853",15495,12178,12398,11641,13295,22881,20239,22158,3,5,0.4717756667884545122396784800876872488126
"E01029836",12975,13142,12937,15919,11073,14433,4402,21161,2,4,0.3950493240774570697844355133357690902448
"E01029851",11434,10357,8772,14700,9504,13878,21074,9589,2,4,0.3481305565704542686639873340640604067714
"E01029822",30131,29422,28330,25848,26493,25951,13201,32168,5,10,0.9173973937401047375471927901595420777006
"E01029841",16880,18290,14884,8178,17093,9990,28870,21286,3,6,0.5139447083181098526367068566557057605651
"E01029832",19014,15224,16656,11852,19483,19010,23773,22981,3,6,0.5789185239313116550968213372305443916697
"E01029833",20305,19686,18787,17375,14968,12927,22663,21893,4,7,0.6182255510900012178784557301181342102058
"E01004231",4117,4156,7759,10791,4155,3058,1769,5593,1,2,0.1253501400560224089635854341736694677871
"E01032784",8299,6911,20569,22662,6459,4002,2430,4496,2,3,0.2526793326026062598952624528072098404579
"E01004202",8470,7158,15059,22747,11922,1368,5630,5210,2,3,0.257885763000852514919011082693947144075
"E01004311",3009,3101,6617,16860,2769,477,3174,3770,1,1,0.0916149068322981366459627329192546583851
"E01004315",5204,6067,9496,20337,6107,300,4569,4008,1,2,0.1584459870904883692607477773718182925344
"E01004260",3708,3638,7322,10893,3881,3660,1865,3665,1,2,0.1128973328461819510412860796492510047497
"E01004235",4738,2716,5049,10828,11935,14272,1460,6396,1,2,0.1442577030812324929971988795518207282913
"E01004237",4254,2200,7551,19104,7882,2758,4492,2344,1,2,0.1295213737668980635732553891121666057727
"E01004312",2778,1536,6049,9867,5700,2991,1897,3751,1,1,0.084581658750456704420898794300328827183
"E01004316",2933,4185,6269,14943,9333,94,1502,1170,1,1,0.0893009377664109121909633418584825234442
"E01004262",6573,9011,16003,12260,5195,1582,2415,4882,2,3,0.2001278772378516624040920716112531969309
"E01032785",9707,6352,13937,25495,16451,19168,3461,1746,2,3,0.2955486542443064182194616977225672877847
"E01004209",1999,1507,5613,7451,6025,437,1058,5339,1,1,0.0608634758251126537571550359274144440385
"E01032787",3440,2946,7249,6965,8767,1499,1006,7710,1,2,0.104737547192790159542077700645475581537
"E01004242",3361,2261,7298,12618,5073,4695,353,7264,1,2,0.1023322372427231762270125441480940202168
"E01004268",3717,2016,5364,10429,4843,19277,932,7574,1,2,0.1131713554987212276214833759590792838875
"E01004208",7015,11816,18825,22328,12390,561,4816,28,2,3,0.2135854341736694677871148459383753501401
"E01004270",7979,8222,18309,19189,14212,723,2833,4154,2,3,0.2429363049567653148215808062355376933382
"E01004272",2542,1640,3270,6649,7648,3489,1034,11977,1,1,0.0773961758616490074290585799537206186823
"E01004307",16147,22127,29983,20876,22094,16294,4896,697,3,5,0.491627085616855437827304834977469248569
"E01023841",32665,32605,32741,32598,32512,31976,15621,30646,5,10,0.9945499939106077213494093289489708927049
"E01023842",9072,8600,8232,4457,9395,19539,6142,30103,2,3,0.276214833759590792838874680306905370844
"E01015943",18384,23163,18702,13376,27701,7976,6658,19426,3,6,0.5597369382535622944830105955425648520278
"E01011826",25291,24917,26574,20459,17783,15113,18978,25465,4,8,0.7700341005967604433077578857630008525149
"E01011889",23714,25949,25406,21826,12233,14512,16550,25928,4,8,0.7220192424796005358665205212519790524906
"E01011921",13971,12420,14345,12077,12652,7898,28435,12706,3,5,0.4253744976251370113262696382900986481549
"E01011845",30393,30369,23458,27524,21283,32650,22890,30520,5,10,0.9253744976251370113262696382900986481549
"E01011848",27296,26419,22523,28232,16043,23744,22860,26750,5,9,0.8310802581902326147850444525636341493119
"E01011775",19732,19133,16571,20057,16652,23921,7712,26915,4,7,0.6007794422116672756058945317257337717696
"E01011778",11996,11399,8403,6053,9359,23326,30930,19204,2,4,0.3652417488734624284496407258555596151504
"E01011829",24829,26102,23911,19467,13877,29381,26528,13891,4,8,0.7559676044330775788576300085251491901108
"E01011832",9148,9193,8358,7258,4887,13549,20921,14794,2,3,0.2785288028254780172938740713676775057849
"E01011899",2085,1709,2739,814,3109,3399,18411,16538,1,1,0.0634819145049324077457069784435513335769
"E01011904",1849,1101,1600,717,2716,12332,21251,19913,1,1,0.0562964316161247107538667640969431250761
"E01011779",8774,9777,6023,4104,8087,20394,12861,22123,2,3,0.2671416392644014127390086469370356838388
"E01011781",6186,7320,3549,4453,3960,8576,29365,19598,1,2,0.188344903178662769455608330288637194008
"E01011902",15146,16157,14233,14295,14294,12640,12734,12608,3,5,0.4611496772622092315186944342954573133601
"E01011907",7404,9237,7357,9425,4782,4927,22069,5790,2,3,0.2254293021556448666423090975520643039825
"E01011794",11591,11426,9440,9933,8307,17259,11340,22848,2,4,0.352910729509194982340762391913287053952
"E01011799",12982,11482,11555,14288,6113,14695,22220,21061,2,4,0.395262452807209840457922299354524418463
"E01011906",895,950,1037,665,1300,2875,11092,22440,1,1,0.0272500304469613932529533552551455364755
"E01011917",1303,2769,2027,1204,1905,3109,6449,2905,1,1,0.0396723906954085982218974546340275240531
"E01011798",16124,19477,14262,21793,12477,7551,31827,5976,3,5,0.4909268055048106199001339666301303129948
"E01011802",18493,18148,16973,18981,11796,14190,31539,11778,3,6,0.5630556570454268663987334064060406771404
"E01011773",28551,30057,22206,19682,20865,25312,32186,25334,5,9,0.869291194738765071245889660211910851297
"E01011945",26554,23557,20536,30769,15329,19694,30594,28194,5,9,0.8084886128364389233954451345755693581781
"E01011767",22972,23431,19623,27944,18755,23319,8523,20796,4,7,0.6994275971258068444769212032639142613567
"E01011770",14385,14214,10727,10405,7763,21725,23252,25702,3,5,0.437979539641943734015345268542199488491
"E01011857",25081,29563,24769,22993,23039,25362,3807,29862,4,8,0.7636402387041773231031543052003410059676
"E01011932",30153,29526,28627,23699,20571,25480,31584,21923,5,10,0.9180672268907563025210084033613445378151
"E01011930",24768,24052,24966,18891,19731,24209,14032,21513,4,8,0.7541103397880891487029594446474241870661
"E01011934",24394,27451,22562,25112,17549,14914,13818,22161,4,8,0.74272317622701254414809402021678236512
"E01011943",6220,4702,3828,7863,3699,19348,12854,24203,1,2,0.1893800998660333698696870052368773596395
"E01011941",21273,17463,15657,23508,13203,30956,17154,29876,4,7,0.647698209718670076726342710997442455243
"E01011785",4723,6757,2954,2251,2819,5977,28026,24384,1,2,0.1438009986603336986968700523687735963951
"E01011792",195,275,313,7,179,5926,9196,26763,1,1,0.005937157471684325904274753379612714651078
"E01011772",13492,13082,10416,10556,11479,24359,14701,15620,3,5,0.4107904031177688466691024235781269029351
"E01011854",4899,6226,3661,2724,2565,12347,14449,21003,1,2,0.1491596638655462184873949579831932773109
"E01011858",11394,11481,9380,8719,9174,14567,15922,17343,2,4,0.3469126781147241505297771282426013883814
"E01011790",5130,6386,2759,3666,2734,10091,25828,21653,1,2,0.156192911947387650712458896602119108513
"E01011867",4400,5538,3212,2336,2264,6456,29110,21657,1,2,0.1339666301303129947631226403604920228961
"E01010253",10493,6875,8252,8681,8356,22867,18788,22853,2,4,0.3194799658994032395566922421142369991475
"E01010257",30359,28202,26444,28622,23685,32707,18814,26478,5,10,0.9243393009377664109121909633418584825234
"E01010294",2646,2158,2812,1601,4666,4813,15083,10592,1,1,0.0805626598465473145780051150895140664962
"E01010291",1903,1434,3002,289,7170,5028,16270,6441,1,1,0.0579405675313603702350505419559127999026
"E01010299",3655,2511,4719,989,5569,16334,18469,7765,1,2,0.111283643892339544513457556935817805383
"E01010319",28437,26148,23047,21641,19978,26366,30280,29306,5,9,0.8658202411399342345633905736207526488856
"E01010354",13607,12935,9975,9049,15334,11485,24573,19865,3,5,0.4142918036779929363049567653148215808062
"E01010398",27681,27233,26324,21525,25355,12240,23017,28847,5,9,0.8428023383266350018268176835951772013153
"E01010287",6123,5464,8133,5177,4985,6350,22891,5344,1,2,0.1864267446108878333942272561198392400438
"E01010289",822,405,1148,416,2656,2409,18712,19764,1,1,0.0250274022652539276580197296309828279138
"E01032889",429,220,1032,65,2156,3565,12337,8453,1,1,0.0130617464377055169894044574351479722324
"E01010394",19866,18543,18695,12554,16631,18865,27234,16649,4,7,0.604859335038363171355498721227621483376
"E01010241",25925,23843,27592,22369,22106,21901,22130,12329,4,8,0.7893374741200828157349896480331262939959
"E01010244",6736,5348,6408,6759,6371,19409,7947,10178,2,3,0.2050907319449518938009986603336986968701
"E01010323",11023,8976,9414,5582,12501,18217,28311,12400,2,4,0.3356168554378273048349774692485689928145
"E01010271",2361,1808,2320,611,4027,15206,11973,15051,1,1,0.0718852758494702228717573986116185604677
"E01010295",1739,1597,1229,1400,3849,7065,14488,9137,1,1,0.0529472658628668858847886980879308245037
"E01010374",1652,1188,2271,928,1609,12478,16185,8323,1,1,0.0502983802216538789428815004262574595055
"E01010378",14832,16795,14716,8707,12126,14402,21677,11909,3,5,0.4515893313847278041651443185970040189989
"E01010383",2874,2779,2489,3708,2019,6333,9177,18388,1,1,0.087504567044208987943003288271830471319
"E01010377",11281,10335,8409,9452,11115,15666,16614,15952,2,4,0.3434721714772865668006332967969796614298
"E01010267",14209,12955,15633,8909,12522,18706,11158,18032,3,5,0.4326208744367312142248203629277798075752
"E01010275",2822,2116,3005,479,5229,10440,23560,12673,1,1,0.085921325051759834368530020703933747412
"E01010246",21211,22352,19634,18827,19057,20841,9846,19541,4,7,0.6458104981122883936183168919741809767385
"E01010388",31772,30915,29599,26469,27102,21313,31171,28014,5,10,0.9673608573864328340031664839848983071489
"E01010260",5376,3812,5316,3396,5541,8110,25974,12625,1,2,0.1636828644501278772378516624040920716113
"E01010318",2658,2368,1804,8137,4060,2832,16655,4598,1,1,0.0809280233832663500182681768359517720132
"E01007129",96,230,45,5565,86,262,22031,1680,1,1,0.002922908293752283522104493971501644135915
"E01007226",17778,16434,14962,15775,8358,22454,30572,20202,3,6,0.5412860796492510047497259773474607234198
"E01007306",22665,19585,21807,24003,15360,19930,17921,20765,4,7,0.6900803799780781877968578735842162952137
"E01007298",25127,24672,20481,30332,10203,22802,31393,23003,4,8,0.7650407989282669589574960418950188771161
"E01007305",21742,20421,15876,20895,14561,30842,22074,19293,4,7,0.6619778346121057118499573742540494458653
"E01007162",1948,1451,1441,2540,718,15229,14198,26047,1,1,0.0593106807940567531360370235050541955913
"E01007160",11778,11696,8540,29284,4346,7279,28440,15161,2,4,0.3586043112897332846181951041286079649251
"E01007241",23009,19367,22402,25014,11372,20459,25988,22271,4,8,0.7005541346973572037510656436487638533674
"E01007131",856,961,1069,2892,602,1018,25724,6869,1,1,0.0260625989526245280720984045792229935452
"E01007292",495,428,509,4110,325,271,25248,15072,1,1,0.0150712458896602119108512970405553525758
"E01007180",7060,9746,5800,13550,3761,3876,30775,4196,2,3,0.2149555474363658506881013274875167458288
"E01007243",14806,12563,11162,28478,10499,9380,30441,11035,3,5,0.4507977103885032273779076848130556570454
"E01007261",30458,31035,24560,29651,19519,28980,23307,30237,5,10,0.9273535501156984532943612227499695530386
"E01007267",22419,18616,15302,27832,13647,29811,31992,17950,4,7,0.6825904274753379612714651077822433321155
"E01007163",19090,14579,14229,21279,12245,21972,29138,22951,3,6,0.5812324929971988795518207282913165266106
"E01007247",24142,24172,18441,24724,15939,24639,25966,16946,4,8,0.7350505419559127999025697235415905492632
"E01007251",19137,19345,14576,19451,8423,25000,32578,17010,3,6,0.5826635001826817683595177201315308732189
"E01007304",1727,1347,1179,3880,213,14408,25904,17149,1,1,0.0525819023261478504445256363414931189867
"E01007197",27577,25659,23075,31934,21746,25089,29968,11609,5,9,0.8396358543417366946778711484593837535014
"E01007282",24205,20332,17349,31585,15425,29970,31609,15080,4,8,0.7369687005236877359639507977103885032274
"E01013374",31294,32091,28675,28714,26339,30472,18568,23116,5,10,0.9528072098404579222993545244184630373889
"E01013407",27040,25412,19968,27937,22179,20445,25944,23140,5,9,0.8232858360735598587260991353062964316161
"E01013405",28815,30468,27093,15090,23881,26310,29528,21417,5,9,0.8773291925465838509316770186335403726708
"E01013411",27609,25386,24469,21076,24329,26839,22524,20420,5,9,0.8406101571063207891852393131165509682134
"E01013429",29468,27831,31652,24372,28143,21588,14229,23789,5,9,0.897211058336378029472658628668858847887
"E01013435",28837,26103,25714,23167,21393,31478,26684,20907,5,9,0.8779990256972354159054926318353428327853
"E01013432",28789,28005,28321,24310,30575,22345,12516,22622,5,9,0.8765375715503592741444403848495920107173
"E01013379",31758,29944,29537,32125,29510,29679,23251,19326,5,10,0.9669345999269272926561929119473876507125
"E01013387",31829,31596,30597,31457,31749,28099,15224,24418,5,10,0.9690963341858482523444160272804774083546
"E01013437",13382,19422,8273,20072,15400,12836,4159,16310,3,5,0.4074412373645110218000243575691146023627
"E01013345",20132,20652,25907,13304,24379,14374,24953,4735,4,7,0.6129582267689684569479965899403239556692
"E01013350",8205,7813,6827,4012,8915,16787,20607,10374,2,3,0.2498173182316404822798684691267811472415
"E01013382",12928,12582,13437,7438,17762,6837,17489,16910,2,4,0.3936183168919741809767385214955547436366
"E01013386",7025,7218,8180,3837,6877,9532,13910,9069,2,3,0.2138899037876019973206673973937401047375
"E01013426",28356,29335,26356,30509,27370,29665,7631,20702,5,9,0.863354037267080745341614906832298136646
"E01013336",20828,19823,19558,18109,22135,11481,26738,12631,4,7,0.6341493118986725124832541712337108756546
"E01013339",29856,27634,24865,25602,27352,28395,24042,22165,5,10,0.9090244793569601753744976251370113262696
"E01013366",9506,14567,11379,16702,11360,1871,15449,2297,2,3,0.2894288150042625745950554134697357203751
"E01033067",6357,7202,7606,5348,2347,11876,12989,11142,1,2,0.1935513335769090244793569601753744976251
"E01033070",14442,22866,28639,13431,15564,4655,14172,1185,3,5,0.4397150164413591523565948118377785896967
"E01013419",20858,18087,16789,22079,20989,24051,9974,23903,4,7,0.6350627207404701010839118255998051394471
"E01013384",16133,14723,20183,6266,13956,21347,16525,18217,3,5,0.4912008281573498964803312629399585921325
"E01013400",21455,27350,29414,22532,19157,16358,12414,3616,4,7,0.6532395566922421142369991474850809889173
"E01013393",18462,18313,19105,16631,13922,24053,26644,5551,3,6,0.5621118012422360248447204968944099378882
"E01013396",21067,16697,17938,24278,20945,13775,25882,15953,4,7,0.6414261356716599683351601510169285105346
"E01013390",14205,13640,18816,12699,16030,13273,17503,3669,3,5,0.4324990865911582024113993423456339057362
"E01013397",28299,29007,27624,24703,29134,19907,24179,10949,5,9,0.8616185604676653270003653635367190354403
"E01013442",19884,17779,20140,15211,20631,8595,28076,18175,4,7,0.6054073803434417245158933138472780416514
"E01013446",15205,15515,14420,7135,13968,16644,15288,24436,3,5,0.4629460479844111557666544878821093654853
"E01013360",31574,30219,30785,25264,28797,32424,27357,17576,5,10,0.9613323590305687492388259651686761661186
"E01013363",17266,18736,22592,25710,9353,15851,13624,5342,3,6,0.5256972354159054926318353428327852880283
"E01013418",19472,16597,19072,27501,16065,14847,24448,8067,3,6,0.5928632322494215077335281938862501522348
"E01013451",31823,27783,30086,30141,28487,32568,25174,22551,5,10,0.9689136524174887346242844964072585555962
"E01013358",31912,30784,31202,31704,28792,30535,27321,15344,5,10,0.9716234319814882474729022043600048715138
"E01013353",12796,10947,12179,11790,11552,10087,20186,15506,2,4,0.3895993179880647911338448422847399829497
"E01013356",26617,26064,22756,18939,27806,13207,30481,22456,5,9,0.8104067714042138594568262087443673121422
"E01004728",12376,10547,19842,28519,17952,12831,4584,1655,2,4,0.3768115942028985507246376811594202898551
"E01004719",6209,4781,5552,18726,8824,12527,3206,4857,1,2,0.1890451832907075873827791986359761295823
"E01004722",2876,1385,2998,11669,7823,14940,622,6937,1,1,0.0875654609669954938497137985629034222385
"E01004675",2579,1820,3852,24158,4998,4156,874,1754,1,1,0.078522713433199366703203020338570210693
"E01004679",4347,4286,7080,18573,7904,5241,1226,1140,1,2,0.1323529411764705882352941176470588235294
"E01004676",8752,7274,11302,23139,14482,6059,5142,2750,2,3,0.2664718061137498477651930337352332237243
"E01004708",7532,9926,9956,22591,11915,3763,6553,602,2,3,0.2293265132139812446717817561807331628303
"E01004701",16093,19985,28870,20874,25203,14999,7829,456,3,5,0.4899829497016197783461210571184995737425
"E01004709",8648,5414,8905,23663,15049,8410,7916,3878,2,3,0.2633053221288515406162464985994397759104
"E01004659",19376,22293,29880,27796,25580,24428,4616,1704,3,6,0.5899403239556692242114236999147485080989
"E01004712",18052,24630,31884,31179,31635,11775,7058,239,3,6,0.5496285470710023139690658872244549993911
"E01025592",1456,857,545,3367,1700,4713,30817,25188,1,1,0.0443307757885763000852514919011082693947
"E01025564",24018,18913,18232,21805,16956,26827,30744,25698,4,8,0.7312751187431494336865180854950675922543
"E01025587",16567,14819,11818,17291,9608,27856,18915,22276,3,6,0.5044148094020216782365119961027889416636
"E01025589",16114,15456,14202,12781,10766,27149,19296,13342,3,5,0.4906223358908780903665814151747655583973
"E01025578",6773,6661,5002,6760,3375,10803,32670,11692,2,3,0.2062172695165022530751431007185482888808
"E01025547",24218,30026,29245,24023,21042,27634,5485,9536,4,8,0.7373645110218000243575691146023626842041
"E01025548",17198,17883,12809,26304,6950,30783,18454,12993,3,6,0.5236268420411642918036779929363049567653
"E01025558",28628,22636,22827,29839,18853,32230,28586,27177,5,9,0.8716356107660455486542443064182194616977
"E01025554",10377,9382,6145,10745,5718,16365,29833,22053,2,4,0.3159481183777858969674826452320058458166
"E01025571",8754,9874,6318,8437,4675,11320,32456,10584,2,3,0.2665327000365363536719035440263061746438
"E01025561",22925,27063,25347,25396,13934,32043,6915,12127,4,7,0.6979965899403239556692242114236999147485
"E01025585",19777,24122,20683,20706,19322,27022,6023,7839,4,7,0.6021495554743636585068810132748751674583
"E01025601",27528,25334,25864,27818,16433,15890,28829,26977,5,9,0.8381439532334672999634636463280964559737
"E01025541",16242,14226,13077,15394,9684,21459,29763,15470,3,5,0.4945195469492144683960540738034344172452
"E01025576",22576,18336,16679,26327,15372,17492,31805,25060,4,7,0.6873706004140786749482401656314699792961
"E01025552",30513,30644,27269,30262,19651,26303,30112,20363,5,10,0.9290281329923273657289002557544757033248
"E01025595",28180,28671,21237,25464,17454,28507,24020,29021,5,9,0.8579953720618682255510900012178784557301
"E01025545",27270,24164,27302,29226,16215,17218,25575,23712,5,9,0.8302886371940080379978078187796857873584
"E01025567",12636,10282,8611,15466,8570,15024,30371,16941,2,4,0.3847278041651443185970040189989039093898
"E01025568",19336,18490,16585,17099,14264,9601,31684,23113,3,6,0.5887224454999391060772134940932894897089
"E01025600",29260,25138,26123,28072,18706,28566,27703,25245,5,9,0.8908780903665814151747655583972719522592
"E01032432",11529,15766,13626,16603,17518,18548,697,6987,2,4,0.3510230179028132992327365728900255754476
"E01032440",11623,12525,12601,7763,10704,17052,5312,19699,2,4,0.353885032273779076848130556570454268664
"E01032442",21474,25729,20671,14793,22108,25757,11374,10867,4,7,0.6538180489587139203507489952502740226525
"E01032445",10418,8519,5916,8526,8623,24251,23349,21122,2,4,0.3171964437949092680550481061990013396663
"E01032438",25076,25367,24943,19266,27096,20281,21839,9924,4,8,0.7634880038972110583363780294726586286689
"E01032448",27372,30248,24853,17583,24781,25264,19748,18063,5,9,0.8333942272561198392400438436244062842528
"E01032437",7626,6243,6914,3740,12927,12444,12964,13341,2,3,0.2321885275849470222871757398611618560468
"E01032480",19160,21757,22806,21092,26971,12031,3741,12459,3,6,0.5833637802947265862866885884788698087931
"E01032451",28778,24999,23442,23473,24978,27786,26355,25407,5,9,0.8762026549750334916575325782486907806601
"E01032453",4255,3563,3052,1374,6265,23216,10114,20191,1,2,0.1295518207282913165266106442577030812325
"E01032464",4910,4012,2741,5885,4384,12030,15335,18639,1,2,0.1494945804408720009743027645840945073682
"E01032467",27618,27005,24961,24943,28120,13794,18807,24829,5,9,0.8408841797588600657654366094263792473511
"E01032474",5186,6986,6833,4380,12097,3654,11903,1145,1,2,0.1578979417854098161003531847521617342589
"E01032477",25455,23897,26340,20617,20430,16775,17504,24101,4,8,0.7750274022652539276580197296309828279138
"E01029246",23553,21257,22420,27777,12132,18155,28604,17593,4,8,0.717117281695286810376324442820606503471
"E01029190",25132,24809,31606,27136,27373,19003,15614,5263,4,8,0.7651930337352332237242723176227012544148
"E01029212",23924,31428,29361,24228,25066,28465,5035,6027,4,8,0.7284131043721836560711241018146388990379
"E01029214",22261,22117,21809,16000,23833,16854,24499,10849,4,7,0.6777798075752039946413347947874802094751
"E01029242",25229,24957,24277,12605,20457,30793,22082,21402,4,8,0.7681463889903787601997320667397393740105
"E01029193",14098,12832,13581,10903,23092,20379,11664,6553,3,5,0.4292412617220801364023870417732310315431
"E01029208",16089,17753,24670,19586,16234,23466,5324,2792,3,5,0.4898611618560467665327000365363536719035
"E01029178",20087,27706,19021,22676,23366,22338,5162,7313,4,7,0.6115881135062720740470101083911825599805
"E01029181",19415,19800,16180,22818,21610,18990,14931,8358,3,6,0.5911277554500060893922786505906710510291
"E01029184",28042,28757,24499,17770,28772,26510,16137,25303,5,9,0.8537936913895993179880647911338448422847
"E01029169",19723,19281,16639,12392,18761,13304,20659,29800,4,7,0.6005054195591279990256972354159054926318
"E01029176",26533,25410,25353,21716,23151,27143,10839,26005,5,9,0.8078492266471806113749847765193033735233
"E01029170",9361,9493,8939,4524,12044,15605,14152,9551,2,3,0.2850140056022408963585434173669467787115
"E01029175",8103,9920,8103,2567,13769,7188,15953,10270,2,3,0.2467117281695286810376324442820606503471
"E01029220",25433,23261,22007,13509,22871,32329,24060,23277,4,8,0.7743575691146023626842041164291803677993
"E01029655",19834,15282,15770,11469,21838,27723,24682,22606,4,7,0.603885032273779076848130556570454268664
"E01029658",14783,15562,12546,11433,18479,11635,12215,16517,3,5,0.4500974302764584094507368164657167214712
"E01029621",17122,19390,18650,14250,23362,12759,7853,9911,3,6,0.5213128729752770673486786018755328218244
"E01029648",10490,7711,8487,5412,13972,15759,18772,21981,2,4,0.3193886250152234806966264766776275727682
"E01029668",21166,27227,25734,18373,25397,15162,5149,10738,4,7,0.6444403848495920107173304104250395810498
"E01029670",16594,29640,29658,27516,30565,10263,521,2305,3,6,0.5052368773596395079771038850322737790768
"E01029623",19577,15854,13293,16778,18880,21179,22659,28073,3,6,0.5960601631957130678358299841675800755085
"E01029641",27394,25285,23938,16501,27799,26214,20791,26068,5,9,0.8340640604067714042138594568262087443673
"E01029639",21491,19216,19717,13569,22699,20623,12616,30711,4,7,0.6543356473023992205577883327243941054683
"E01029644",22361,20306,19722,9903,23864,19210,32490,23409,4,7,0.68082450371452928997686030934112775545
"E01029619",27332,23272,23134,18724,25793,30393,28113,20057,5,9,0.8321763488003897211058336378029472658629
"E01029632",20547,20611,25141,17734,18617,13059,8873,19270,4,7,0.6255937157471684325904274753379612714651
"E01029635",8531,6852,6275,3971,15460,9364,30121,13742,2,3,0.2597430276458409450736816465716721471197
"E01029615",10468,6553,5938,8700,17175,17299,29128,16317,2,4,0.3187187918645719157228108634758251126538
"E01029626",28626,24934,24269,24238,27253,22281,23037,26411,5,9,0.8715747168432590427475337961271465107782
"E01029630",29894,27077,28342,30201,25903,26592,14397,26006,5,10,0.9101814638899037876019973206673973937401
"E01029661",29096,28534,28482,23300,29208,25714,11826,25109,5,9,0.8858847886980879308245037145292899768603
"E01004310",4509,5008,6826,16884,9784,5875,1555,603,1,2,0.1372853489221775666788454512239678480088
"E01004287",5116,3657,7381,11753,9062,6211,2076,5469,1,2,0.1557666544878821093654853245646084520765
"E01004322",2643,4664,7198,17255,2018,318,1262,1722,1,1,0.0804713189623675557179393496529046401169
"E01004324",1987,1744,6481,9212,2367,1155,822,4570,1,1,0.0604981122883936183168919741809767385215
"E01004246",4396,4635,8764,14083,9474,232,2343,4830,1,2,0.1338448422847399829497016197783461210571
"E01004249",1450,731,3048,6201,7123,1665,317,10490,1,1,0.0441480940202167823651199610278894166362
"E01004286",3214,2278,3666,10679,5461,5035,3084,5808,1,1,0.0978565339179149920837900377542321276337
"E01004243",3699,3728,4376,4273,7790,8929,2050,6461,1,2,0.112623310193642674461088783339422725612
"E01004250",1960,1185,3653,5353,4556,2358,1955,8817,1,1,0.0596760443307757885763000852514919011083
"E01004321",4068,3163,6554,16696,10562,2929,1160,2843,1,2,0.1238582389477530142491779320423821702594
"E01032767",16541,23817,31916,22478,16313,28739,8143,70,3,6,0.5036231884057971014492753623188405797101
"E01004304",2748,2554,5797,8496,5933,3543,955,2142,1,1,0.0836682499086591158202411399342345633906
"E01004251",4211,3771,6773,11044,6109,2962,1471,7634,1,2,0.1282121544269881865789794178540981610035
"E01004258",11594,11365,15187,19431,20843,12248,1772,5766,2,4,0.3530020703933747412008281573498964803313
"E01004253",3679,2534,5752,8277,7398,2949,1767,10813,1,2,0.112014370965777615393983680428693216417
